exception_id,error_type,source_system,employee_id,grant_id,tranche,severity,root_cause,recommended_action
EXC0123,STALE_COUNTRY,PAYROLL,E00159,G000505,10,Medium,Employee's country/tax jurisdiction in payroll system is stale and does not match current HRIS status.,Verify employee's current country assignment in HRIS and update payroll tax rules if jurisdiction has changed.
EXC0124,STALE_COUNTRY,PAYROLL,E00159,G000507,2,Medium,Employee's country/tax jurisdiction in payroll system is stale and does not match current HRIS status.,Verify employee's current country assignment in HRIS and update payroll tax rules if jurisdiction has changed.
EXC0125,STALE_COUNTRY,PAYROLL,E00159,G000508,1,Medium,Employee's country/tax jurisdiction in payroll system is stale and does not match current HRIS status.,Verify employee's current country assignment in HRIS and update payroll tax rules if jurisdiction has changed.
EXC0126,STALE_COUNTRY,PAYROLL,E00159,G000508,2,High,Payroll system has stale country code which may have resulted in incorrect tax withholding calculation.,"Verify and update the country code in payroll for grant G000508 tranche 2, then recalculate tax withholding to ensure compliance."
EXC0127,ID_FORMAT_MISMATCH,PAYROLL,00161,G000510,9,Medium,"Grant ID format in payroll does not match the broker system format, preventing reconciliation.",Standardize the grant ID format in payroll to match broker system and re-reconcile the records.
EXC0128,MISSING_PAYROLL,PAYROLL,E00161,G000511,5,High,"No corresponding payroll record exists for a vested tranche, creating a tax reporting and withholding gap.",Create the missing payroll record for grant G000511 tranche 5 with correct FMV and tax withholding calculations.
EXC0129,STALE_FMV_PAYROLL,PAYROLL,E00161,G000512,9,High,Payroll is using stale FMV which may have caused incorrect taxable income and withholding calculation.,Update the FMV in payroll to match the broker FMV of $180.25 and recalculate taxable income and withholding.
EXC0130,DUPLICATE_RELEASE,BROKER,E00163,G000518,2,High,"Broker shows duplicate release of the same tranche, risking double-counting of shares or tax withholding.",Investigate the broker system to identify and remove the duplicate release for grant G000518 tranche 2.
EXC0131,ID_FORMAT_MISMATCH,PAYROLL,00166,G000528,8,Medium,"Grant ID format in payroll does not match the broker system format, preventing reconciliation.",Standardize the grant ID format in payroll to match broker system and re-reconcile the records.
EXC0132,MISSING_PAYROLL,PAYROLL,E00169,G000536,11,High,"No corresponding payroll record exists for a vested tranche, creating a tax reporting and withholding gap.",Create the missing payroll record for grant G000536 tranche 11 with correct FMV and tax withholding calculations.
EXC0133,WITHHOLDING_ROUNDING,BROKER,E00169,G000536,12,Low,Withholding amount differs by a small rounding amount between broker and payroll systems.,Document the rounding variance for grant G000536 tranche 12 and adjust to the nearest cent if material.
EXC0134,ID_FORMAT_MISMATCH,PAYROLL,00170,G000540,7,Medium,"Grant ID format in payroll does not match the broker system format, preventing reconciliation.",Standardize the grant ID format in payroll to match broker system and re-reconcile the records.
EXC0135,MISSING_PAYROLL,PAYROLL,E00170,G000541,6,High,"No corresponding payroll record exists for a vested tranche, creating a tax reporting and withholding gap.",Create the missing payroll record for grant G000541 tranche 6 with correct FMV and tax withholding calculations.
EXC0136,MISSING_PAYROLL,PAYROLL,E00170,G000542,2,High,"No corresponding payroll record exists for a vested tranche, creating a tax reporting and withholding gap.",Create the missing payroll record for grant G000542 tranche 2 with correct FMV and tax withholding calculations.
EXC0137,STALE_COUNTRY,PAYROLL,E00171,G000545,14,High,Payroll system has stale country code which may have resulted in incorrect tax withholding calculation.,"Verify and update the country code in payroll for grant G000545 tranche 14, then recalculate tax withholding to ensure compliance."
EXC0138,STALE_COUNTRY,PAYROLL,E00171,G000545,16,High,Payroll system has stale country code which may have resulted in incorrect tax withholding calculation.,"Verify and update the country code in payroll for grant G000545 tranche 16, then recalculate tax withholding to ensure compliance."
EXC0139,STALE_COUNTRY,PAYROLL,E00171,G000546,8,High,Payroll system has stale country code which may have resulted in incorrect tax withholding calculation.,"Verify and update the country code in payroll for grant G000546 tranche 8, then recalculate tax withholding to ensure compliance."
EXC0140,STALE_COUNTRY,PAYROLL,E00171,G000547,6,High,Payroll system has stale country code which may have resulted in incorrect tax withholding calculation.,"Verify and update the country code in payroll for grant G000547 tranche 6, then recalculate tax withholding to ensure compliance."
EXC0141,STALE_COUNTRY,PAYROLL,E00171,G000548,1,High,Payroll system has stale country code which may have resulted in incorrect tax withholding calculation.,"Verify and update the country code in payroll for grant G000548 tranche 1, then recalculate tax withholding to ensure compliance."
EXC0142,WITHHOLDING_ROUNDING,BROKER,E00173,G000550,13,Low,Withholding amount differs by a small rounding amount between broker and payroll systems.,Document the rounding variance for grant G000550 tranche 13 and adjust to the nearest cent if material.
EXC0143,MISSING_PAYROLL,PAYROLL,E00173,G000551,9,High,"No corresponding payroll record exists for a vested tranche, creating a tax reporting and withholding gap.",Create the missing payroll record for grant G000551 tranche 9 with correct FMV and tax withholding calculations.
EXC0144,STALE_FMV_PAYROLL,PAYROLL,E00173,G000552,11,High,Payroll is using stale FMV which may have caused incorrect taxable income and withholding calculation.,Update the FMV in payroll to match the broker FMV of $212.17 and recalculate taxable income and withholding.
EXC0145,DUPLICATE_RELEASE,BROKER,E00178,G000565,3,High,"Broker shows duplicate release of the same tranche, risking double-counting of shares or tax withholding.",Investigate the broker system to identify and remove the duplicate release for grant G000565 tranche 3.
EXC0146,WITHHOLDING_ROUNDING,BROKER,E00180,G000571,4,Low,Withholding amount differs by a small rounding amount between broker and payroll systems.,Document the rounding variance for grant G000571 tranche 4 and adjust to the nearest cent if material.
EXC0147,WITHHOLDING_ROUNDING,BROKER,E00180,G000572,11,Low,Withholding amount differs by a small rounding amount between broker and payroll systems.,Document the rounding variance for grant G000572 tranche 11 and adjust to the nearest cent if material.
EXC0148,MISSING_PAYROLL,PAYROLL,E00180,G000573,7,High,"No corresponding payroll record exists for a vested tranche, creating a tax reporting and withholding gap.",Create the missing payroll record for grant G000573 tranche 7 with correct FMV and tax withholding calculations.
EXC0149,WITHHOLDING_ROUNDING,BROKER,E00181,G000575,3,Low,Withholding amount differs by a small rounding amount between broker and payroll systems for a terminated employee.,Document the rounding variance for grant G000575 tranche 3 and adjust to the nearest cent if material.
EXC0150,POST_TERM_RELEASE,BROKER,E00181,G000577,4,High,"Shares were released after employee termination, which may violate vesting schedules or forfeiture rules.",Investigate whether the post-termination release for grant G000577 tranche 4 was authorized and correct any tax or share accounting impact.
EXC0151,WITHHOLDING_ROUNDING,BROKER,E00185,G000590,2,Low,Broker and payroll systems calculated tax withholding with different rounding methods on the same vested tranche.,Verify the rounding difference is within tolerance (typically ±$1–2) and close if acceptable; otherwise recalculate using company standard.
EXC0152,DUPLICATE_RELEASE,BROKER,E00185,G000590,3,High,"Broker recorded a duplicate release of the same tranche, risking duplicate tax withholding and share leakage.",Immediately review broker records and payroll to identify which release is legitimate and reverse the duplicate entry.
EXC0153,ID_FORMAT_MISMATCH,PAYROLL,00185,G000592,10,Medium,"Grant ID format in payroll does not match broker format, preventing automatic reconciliation.",Standardize grant ID format in payroll to match broker convention and retest matching logic.
EXC0154,WITHHOLDING_ROUNDING,BROKER,E00185,G000593,2,Low,Broker and payroll systems calculated tax withholding with different rounding methods on the same vested tranche.,Verify the rounding difference is within tolerance and close if acceptable; otherwise recalculate using company standard.
EXC0155,MISSING_PAYROLL,PAYROLL,E00188,G000601,6,High,"Payroll record is missing tax withholding data despite broker confirming share vesting, creating compliance risk.",Contact payroll to locate or regenerate the missing withholding record for this tranche before payroll cutoff.
EXC0156,DUPLICATE_RELEASE,BROKER,E00188,G000601,13,High,"Broker recorded a duplicate release of the same tranche, risking duplicate tax withholding and share leakage.",Immediately review broker records and payroll to identify which release is legitimate and reverse the duplicate entry.
EXC0157,ID_FORMAT_MISMATCH,PAYROLL,00190,G000608,1,Medium,"Grant ID format in payroll does not match broker format, preventing automatic reconciliation.",Standardize grant ID format in payroll to match broker convention and retest matching logic.
EXC0158,STALE_COUNTRY,PAYROLL,E00190,G000608,3,Medium,Payroll record contains an outdated or incorrect country code that may affect tax calculation and compliance.,Update the employee country code in payroll to match current employee location and re-verify tax withholding.
EXC0159,STALE_COUNTRY,PAYROLL,E00190,G000608,4,Medium,Payroll record contains an outdated or incorrect country code that may affect tax calculation and compliance.,Update the employee country code in payroll to match current employee location and re-verify tax withholding.
EXC0160,STALE_COUNTRY,PAYROLL,E00190,G000608,5,Medium,Payroll record contains an outdated or incorrect country code that may affect tax calculation and compliance.,Update the employee country code in payroll to match current employee location and re-verify tax withholding.
EXC0161,STALE_FMV_PAYROLL,PAYROLL,E00190,G000608,6,High,"Payroll is using a stale FMV for tax withholding calculation, resulting in incorrect tax amount.",Update payroll FMV to match broker FMV of 43.9 and recalculate tax withholding to correct the discrepancy.
EXC0162,STALE_COUNTRY,PAYROLL,E00190,G000608,11,Medium,Payroll record contains an outdated or incorrect country code that may affect tax calculation and compliance.,Update the employee country code in payroll to match current employee location and re-verify tax withholding.
EXC0163,STALE_COUNTRY,PAYROLL,E00190,G000608,16,Medium,Payroll record contains an outdated or incorrect country code that may affect tax calculation and compliance.,Update the employee country code in payroll to match current employee location and re-verify tax withholding.
EXC0164,STALE_COUNTRY,PAYROLL,E00190,G000609,1,Medium,Payroll record contains an outdated or incorrect country code that may affect tax calculation and compliance.,Update the employee country code in payroll to match current employee location and re-verify tax withholding.
EXC0165,STALE_COUNTRY,PAYROLL,E00190,G000609,3,Medium,Payroll record contains an outdated or incorrect country code that may affect tax calculation and compliance.,Update the employee country code in payroll to match current employee location and re-verify tax withholding.
EXC0166,STALE_COUNTRY,PAYROLL,E00190,G000609,4,Medium,Payroll record contains an outdated or incorrect country code that may affect tax calculation and compliance.,Update the employee country code in payroll to match current employee location and re-verify tax withholding.
EXC0167,STALE_COUNTRY,PAYROLL,E00190,G000609,7,Medium,Payroll record contains an outdated or incorrect country code that may affect tax calculation and compliance.,Update the employee country code in payroll to match current employee location and re-verify tax withholding.
EXC0168,STALE_COUNTRY,PAYROLL,E00190,G000609,8,Medium,Payroll record contains an outdated or incorrect country code that may affect tax calculation and compliance.,Update the employee country code in payroll to match current employee location and re-verify tax withholding.
EXC0169,STALE_COUNTRY,PAYROLL,E00190,G000610,1,Medium,Payroll record contains an outdated or incorrect country code that may affect tax calculation and compliance.,Update the employee country code in payroll to match current employee location and re-verify tax withholding.
EXC0170,STALE_COUNTRY,PAYROLL,E00190,G000610,11,Medium,Payroll record contains an outdated or incorrect country code that may affect tax calculation and compliance.,Update the employee country code in payroll to match current employee location and re-verify tax withholding.
EXC0171,STALE_COUNTRY,PAYROLL,E00190,G000611,2,Medium,Payroll record contains an outdated or incorrect country code that may affect tax calculation and compliance.,Update the employee country code in payroll to match current employee location and re-verify tax withholding.
EXC0172,DUPLICATE_RELEASE,BROKER,E00191,G000614,8,High,"Broker recorded a duplicate release of the same tranche, risking duplicate tax withholding and share leakage.",Immediately review broker records and payroll to identify which release is legitimate and reverse the duplicate entry.
EXC0173,MISSING_PAYROLL,PAYROLL,E00192,G000619,12,High,"Payroll record is missing tax withholding data despite broker confirming share vesting, creating compliance risk.",Contact payroll to locate or regenerate the missing withholding record for this tranche before payroll cutoff.
EXC0174,WITHHOLDING_ROUNDING,BROKER,E00197,G000630,5,Low,Broker and payroll systems calculated tax withholding with different rounding methods on the same vested tranche.,Verify the rounding difference is within tolerance and close if acceptable; otherwise recalculate using company standard.
EXC0175,WITHHOLDING_ROUNDING,BROKER,E00199,G000636,11,Low,Broker and payroll systems calculated tax withholding with different rounding methods on the same vested tranche.,Verify the rounding difference is within tolerance and close if acceptable; otherwise recalculate using company standard.
EXC0176,POST_TERM_RELEASE,BROKER,E00200,G000642,1,High,"Post-termination RSU release lacks payroll tax withholding confirmation for terminated employee, creating potential tax compliance gap.",Verify termination date and confirm tax withholding was processed in final paycheck or as separate tax payment before share release.
EXC0177,WITHHOLDING_ROUNDING,BROKER,E00201,G000643,2,Low,"Rounding difference between broker (20 shares × $134.25 = $2,685) and payroll reported taxable income ($5,638.50) is a minor penny-level variation.",Document rounding tolerance as acceptable; no action needed if within normal ±$2 variance threshold.
EXC0178,MISSING_PAYROLL,PAYROLL,E00201,G000644,5,High,"Broker shows 21 vested shares worth $3,785.25 but payroll system has no corresponding taxable income record, creating untracked tax liability.",Contact payroll immediately to locate or recreate the missing tax calculation entry for this vesting event.
EXC0179,WITHHOLDING_ROUNDING,BROKER,E00204,G000659,8,Low,"Rounding difference in withholding calculation (expected ~$6,416.96, actual $6,416.96 is exact match); appears to be reference-only noise.",Confirm no actual discrepancy exists; close as data quality artifact if broker and payroll amounts align within rounding tolerance.
EXC0180,POST_TERM_RELEASE,BROKER,E00205,G000662,16,High,Terminated employee post-release vesting with high tax withholding amount requires verification that tax was properly collected before share delivery.,"Cross-check termination date, confirm withholding ($2,379.91) was applied, and verify share release authorization is documented."
EXC0181,STALE_FMV_PAYROLL,PAYROLL,E00206,G000668,5,Medium,"Payroll FMV ($121.67 per broker) does not match the FMV used in payroll's tax calculation, indicating stale pricing in payroll system.","Update payroll system with current broker FMV and recalculate taxable income to match broker's $1,216.70 base (10 shares × $121.67)."
EXC0182,STALE_FMV_PAYROLL,PAYROLL,E00206,G000669,1,Medium,Payroll FMV ($121.67) appears stale relative to broker; tax calculation may be based on outdated fair market value.,Sync payroll FMV to broker's $121.67 price and revalidate taxable income and withholding alignment.
EXC0183,ID_FORMAT_MISMATCH,PAYROLL,00208,G000676,4,Medium,Grant ID format mismatch between payroll and broker systems prevents automated matching and may cause reconciliation loops.,"Standardize grant ID format (e.g., normalize G000676 prefix) and rerun matching logic in payroll system."
EXC0184,ID_FORMAT_MISMATCH,PAYROLL,00210,G000682,11,Medium,Grant ID format inconsistency across systems blocks data linkage for this large vesting event (93 shares).,Correct grant ID format mismatch in payroll system to enable proper reconciliation with broker record.
EXC0185,MISSING_PAYROLL,PAYROLL,E00210,G000683,2,High,"Broker shows 65 vested shares worth $8,572.20 with no payroll tax record, creating untracked tax obligation for active employee.",Request payroll to create missing taxable income entry for this vesting event immediately to avoid tax filing errors.
EXC0186,MISSING_PAYROLL,PAYROLL,E00212,G000692,2,High,"Missing payroll tax record for 8 vested shares (worth $1,699.60) leaves tax withholding unprocessed for active employee.",Escalate to payroll to generate taxable income and withholding entries before next payroll cycle.
EXC0187,ID_FORMAT_MISMATCH,PAYROLL,00214,G000697,6,Medium,Payroll grant ID format mismatch prevents reliable data matching despite having all withholding details present.,Align payroll's grant ID format with broker's (G000697) and verify no duplicate tax entries were created.
EXC0188,STALE_FMV_PAYROLL,PAYROLL,E00215,G000700,7,Medium,"Payroll FMV ($180.25) used for tax calculation does not match current broker FMV, resulting in stale taxable income basis.",Confirm broker FMV currency and update payroll to use matching FMV for any future recalculation if needed.
EXC0189,WITHHOLDING_ROUNDING,BROKER,E00217,G000705,4,Low,"Minor rounding variance in withholding (48 shares × $176.29 = $8,461.92 taxable, actual $8,461.92 is match).",Validate that broker and payroll withholding amounts are within acceptable rounding tolerance and close if matched.
EXC0190,STALE_FMV_PAYROLL,PAYROLL,E00218,G000707,14,Medium,Large vesting event (427 shares) with stale FMV in payroll; tax calculation basis may be significantly misstated.,"Immediately update payroll FMV to broker's $212.45 and recalculate taxable income ($90,767.15) and withholding."
EXC0191,STALE_FMV_PAYROLL,PAYROLL,E00219,G000713,2,Medium,Payroll FMV ($212.45) is stale or misaligned with broker; impacts tax basis for 21-share vesting.,"Confirm current broker FMV and sync payroll pricing; revalidate taxable income ($4,451.45 expected)."
EXC0192,WITHHOLDING_ROUNDING,BROKER,E00227,G000730,9,Low,Withholding rounding difference is minor penny-level variation typical of broker-to-payroll reconciliation.,Confirm difference is within standard ±$5 rounding tolerance and close as acceptable variance.
EXC0193,ID_FORMAT_MISMATCH,PAYROLL,00227,G000731,7,Medium,Grant ID format mismatch in payroll prevents automatic reconciliation with broker system.,Standardize grant ID format in payroll to G000731 and re-attempt matching with broker record.
EXC0194,ID_FORMAT_MISMATCH,PAYROLL,00231,G000744,4,Medium,Large share count (180) with grant ID format mismatch creates reconciliation and audit trail risk.,Correct payroll grant ID format to G000744 and verify tax withholding accuracy for high-volume vesting.
EXC0195,POST_TERM_RELEASE,BROKER,E00232,G000750,2,High,Terminated employee post-release with substantial vesting (69 shares) requires confirmation tax was withheld and shares properly authorized for release.,"Verify termination date, confirm tax withholding ($6,596.57), and validate share release was processed according to plan."
EXC0196,WITHHOLDING_ROUNDING,BROKER,E00234,G000754,3,High,Large post-termination vesting (814 shares) with terminated employee status requires verification of tax withholding and release authorization.,"Confirm termination effective date, verify final tax withholding ($14,293.84) was applied, and ensure release is plan-compliant."
EXC0197,POST_TERM_RELEASE,BROKER,E00234,G000755,8,High,"Significant post-termination RSU release (176 shares valued $31,027) requires validation that tax withholding was properly collected.","Cross-check termination date and confirm withholding ($12,410.82) was processed in final paycheck before release."
EXC0198,MISSING_PAYROLL,PAYROLL,E00236,G000759,12,High,"Broker shows 73 vested shares ($12,869.17 value) but payroll has no corresponding tax entry, creating tax liability gap.",Urgently request payroll to create missing taxable income and withholding records for this large vesting event.
EXC0199,STALE_FMV_PAYROLL,PAYROLL,E00236,G000760,5,Medium,Payroll FMV ($121.67) appears stale relative to broker records; tax calculation basis may be outdated.,"Update payroll FMV and revalidate taxable income ($2,311.73 expected for 19 shares) and withholding alignment."
EXC0200,MISSING_PAYROLL,PAYROLL,E00239,G000768,11,High,"Broker shows 36 vested shares worth $6,399.00 but payroll has no corresponding tax record, leaving tax obligation untracked.",Immediately escalate to payroll to create missing taxable income and withholding entries before next payroll cycle.
EXC0201,STALE_FMV_PAYROLL,PAYROLL,E00239,G000770,6,High,"Payroll FMV is stale and does not match broker FMV (212.45), causing potential tax withholding miscalculation on vested shares.",Verify the FMV date used in payroll against broker settlement date and recalculate tax withholding if FMV is outdated.
EXC0202,STALE_FMV_PAYROLL,PAYROLL,E00240,G000773,12,High,"Payroll FMV is stale compared to broker FMV (176.29), creating tax withholding accuracy risk.",Update payroll FMV to match broker value and recalculate withholding obligation for compliance.
EXC0203,WITHHOLDING_ROUNDING,BROKER,E00242,G000780,2,Low,Withholding rounding difference of less than 1% between broker and payroll calculations.,Document rounding tolerance and confirm it falls within acceptable variance policy; no corrective action needed if within threshold.
EXC0204,POST_TERM_RELEASE,BROKER,E00243,G000782,8,High,"Broker released shares after employee termination, violating post-termination vesting restrictions.",Immediately investigate broker release authorization and recovery timeline; determine if forfeiture should have applied.
EXC0205,STALE_FMV_PAYROLL,PAYROLL,E00244,G000784,4,High,Large tranche (241 shares) with stale payroll FMV; material withholding error risk on high-value release.,Recalculate tax withholding using current FMV and verify payroll processing matches corrected amount; escalate if difference exceeds threshold.
EXC0206,STALE_FMV_PAYROLL,PAYROLL,E00245,G000788,8,High,"Payroll FMV is stale relative to broker FMV (48.89), risking incorrect tax withholding on active vesting.",Align payroll FMV with broker settlement data and reprocess withholding calculation immediately.
EXC0207,WITHHOLDING_ROUNDING,BROKER,E00247,G000795,1,Low,Minor rounding variance in withholding calculation due to FMV decimal precision (87.837).,Confirm rounding methodology is consistently applied; no action required if variance is immaterial.
EXC0208,ID_FORMAT_MISMATCH,PAYROLL,00247,G000795,2,Medium,Grant ID format mismatch between payroll and broker systems prevents accurate reconciliation.,Standardize grant ID format across systems and update mapping to ensure consistent identification.
EXC0209,MISSING_PAYROLL,PAYROLL,E00247,G000795,7,High,"Payroll has no tax withholding record despite 25 shares vesting, indicating missing tax processing.",Investigate why payroll withholding was not recorded and calculate/retroactively process withholding obligation.
EXC0210,ID_FORMAT_MISMATCH,PAYROLL,00248,G000799,7,Medium,Grant ID format mismatch prevents linking payroll withholding to broker release record.,Verify and correct grant ID format in payroll system to match broker identifier.
EXC0211,ID_FORMAT_MISMATCH,PAYROLL,00248,G000799,15,Medium,Grant ID format mismatch on high-tranche release creates reconciliation blocking issue.,Normalize grant ID formatting between systems and verify all related withholding records match.
EXC0212,DUPLICATE_RELEASE,BROKER,E00250,G000805,9,High,"Duplicate share release detected on broker side for active employee, creating overpayment and withholding liability.",Identify which release is erroneous and reverse the duplicate; recalculate withholding based on single correct release.
EXC0213,DUPLICATE_RELEASE,BROKER,E00250,G000807,5,High,Duplicate release of 13 shares on broker creates double-counting of vested shares and tax withholding exposure.,Confirm actual vesting date and remove duplicate broker release record; adjust withholding if shares were double-taxed.
EXC0214,ID_FORMAT_MISMATCH,PAYROLL,00251,G000809,4,Medium,Grant ID format mismatch on large tranche (91 shares) blocks data matching between systems.,Correct grant ID format in payroll and verify all 91 shares are properly reflected in withholding records.
EXC0215,STALE_FMV_PAYROLL,PAYROLL,E00255,G000822,14,High,"Stale payroll FMV on material tranche (49 shares, $5.6K taxable income) creates withholding compliance risk.",Update FMV and recalculate withholding; audit whether employee was over/under-withheld and correct in next payroll cycle.
EXC0216,DUPLICATE_RELEASE,BROKER,E00255,G000823,4,High,Duplicate release on broker system for active employee creates overpayment and potential forfeiture leakage.,Verify broker release records and remove duplicate; reconcile withholding and assess if second release was unauthorized.
EXC0217,MISSING_PAYROLL,PAYROLL,E00255,G000823,15,High,"14 shares vested but no payroll withholding record exists, indicating missed tax processing on tranche.",Calculate withholding liability for missing tranche and determine if retroactive processing or catch-up withholding is required.
EXC0218,ID_FORMAT_MISMATCH,PAYROLL,00259,G000833,1,Medium,Grant ID format mismatch on small-cap FMV tranche prevents accurate system linkage.,Standardize grant ID format in payroll and relink to broker records.
EXC0219,DUPLICATE_RELEASE,BROKER,E00259,G000835,12,High,Duplicate share release of 21 shares on broker creates double taxation and payroll liability.,Identify and remove duplicate broker release; recalculate withholding and refund overpaid taxes if applicable.
EXC0220,WITHHOLDING_ROUNDING,BROKER,E00261,G000840,2,Low,Minor withholding rounding difference on fractional FMV (24.228) within normal variance.,Verify rounding is applied consistently; document immaterial variance and close exception.
EXC0221,WITHHOLDING_ROUNDING,BROKER,E00263,G000845,3,Medium,Withholding rounding variance on terminated employee; verify termination date is correctly applied.,Confirm termination date and whether withholding should be final; document rounding variance if within policy.
EXC0222,POST_TERM_RELEASE,BROKER,E00263,G000845,4,High,Post-termination share release detected for terminated employee; violates vesting freeze policy.,Investigate broker release authorization post-termination and determine forfeiture recovery timeline.
EXC0223,POST_TERM_RELEASE,BROKER,E00263,G000846,1,High,Share release to terminated employee indicates vesting continued after employment end.,Verify termination date was communicated to broker and reverse post-termination release; recover forfeited shares if applicable.
EXC0224,MISSING_PAYROLL,PAYROLL,E00264,G000849,1,High,"38 shares vested on active grant but no payroll withholding record generated, creating compliance gap.",Calculate tax withholding due on missing tranche and process through payroll immediately.
EXC0225,DUPLICATE_RELEASE,BROKER,E00265,G000851,3,High,"Duplicate release of large tranche (106 shares, $14.2K) creates material double-withholding and potential overpayment.",Remove duplicate broker release record and recalculate net withholding; assess refund obligation if employee was over-taxed.
EXC0226,STALE_FMV_PAYROLL,PAYROLL,E00270,G000870,1,High,"Payroll is using stale FMV that does not match broker's current FMV of 42.653, creating risk of incorrect tax withholding calculation.",Verify payroll's FMV source and update to match broker feed immediately to ensure correct tax withholding on 195 vested shares.
EXC0227,STALE_FMV_PAYROLL,PAYROLL,E00270,G000870,9,High,"Payroll is using stale FMV that does not match broker's current FMV of 141.97, affecting withholding accuracy on a large vesting event.",Reconcile payroll FMV against broker feed and recalculate tax withholding on 195 shares to ensure compliance.
EXC0228,ID_FORMAT_MISMATCH,PAYROLL,00270,G000872,5,Medium,"Grant ID formatting differs between payroll and broker systems, preventing proper matching of the same RSU grant.",Standardize grant ID format across PAYROLL and BROKER systems to resolve the mismatch for G000872.
EXC0229,STALE_FMV_PAYROLL,PAYROLL,E00271,G000875,2,High,"Payroll is using stale FMV that does not match broker's current FMV of 42.653, affecting withholding accuracy.",Update payroll FMV to match broker feed and verify tax withholding is correct for 7 vested shares.
EXC0230,STALE_FMV_PAYROLL,PAYROLL,E00271,G000875,5,High,"Payroll is using stale FMV that does not match broker's current FMV of 87.837, creating withholding discrepancy.",Align payroll FMV with broker source and recalculate withholding for 7 vested shares in tranche 5.
EXC0231,STALE_FMV_PAYROLL,PAYROLL,E00271,G000875,8,High,"Payroll is using stale FMV that does not match broker's current FMV of 134.25, impacting tax calculation accuracy.",Update payroll FMV to match broker and verify tax withholding on 7 vested shares is correct.
EXC0232,DUPLICATE_RELEASE,BROKER,E00272,G000879,12,High,"Broker has released the same tranche twice, creating risk of double-vesting or duplicate share issuance.",Investigate broker record for G000879 tranche 12 and remove the duplicate release entry to prevent forfeited-share leakage.
EXC0233,DUPLICATE_RELEASE,BROKER,E00272,G000881,15,High,"Broker has released the same tranche twice, creating risk of duplicate vesting and share count inflation.",Review broker system for G000881 tranche 15 and delete the duplicate release to prevent share leakage.
EXC0234,DUPLICATE_RELEASE,BROKER,E00273,G000886,12,High,"Broker has released the same tranche twice, creating risk of double vesting on 85 shares.",Identify and remove the duplicate release for G000886 tranche 12 in broker system to prevent share issuance error.
EXC0235,ID_FORMAT_MISMATCH,PAYROLL,00273,G000890,1,Medium,"Grant ID format differs between payroll and broker systems, preventing proper reconciliation.",Standardize grant ID format across systems to match G000890 records and enable accurate reconciliation.
EXC0236,MISSING_PAYROLL,PAYROLL,E00274,G000892,4,High,"Terminated employee's vesting is missing from payroll feed despite broker showing 35 vested shares, creating payroll compliance risk.",Investigate why G000892 tranche 4 is absent from payroll for terminated employee and add missing taxable income and withholding records.
EXC0237,POST_TERM_RELEASE,BROKER,E00274,G000892,13,High,"Broker released shares post-termination (tranche 13) for G000892, violating standard post-employment vesting rules.","Verify termination date against vesting schedule for G000892; if post-term release is invalid, reverse the broker transaction and correct payroll."
EXC0238,POST_TERM_RELEASE,BROKER,E00274,G000894,5,High,"Broker released shares post-termination for a terminated employee, creating payroll compliance and tax withholding risk.","Confirm termination date and vesting eligibility for G000894; if shares should not have vested post-term, reverse broker release and adjust payroll."
EXC0239,WITHHOLDING_ROUNDING,BROKER,E00276,G000898,2,Low,Minor rounding difference in tax withholding calculation is within acceptable tolerance.,"Review withholding rounding policy; if variance is immaterial (<$1), no action needed; otherwise adjust for future payroll runs."
EXC0240,ID_FORMAT_MISMATCH,PAYROLL,00276,G000900,6,Medium,"Grant ID format differs between payroll and broker, preventing accurate record matching.",Standardize G000900 grant ID format across PAYROLL and BROKER to enable proper reconciliation.
EXC0241,STALE_FMV_PAYROLL,PAYROLL,E00277,G000902,5,High,"Payroll is using stale FMV that does not match broker's current FMV of 43.9, creating withholding error risk on large vesting batch.",Update payroll FMV for G000902 tranche 5 to match broker and recalculate withholding on 216 vested shares.
EXC0242,WITHHOLDING_ROUNDING,BROKER,E00281,G000917,1,Low,Minor rounding variance in tax withholding calculation is within acceptable tolerance.,"Review withholding rounding methodology; if variance is <$1, no action needed; otherwise document rounding rule for consistency."
EXC0243,WITHHOLDING_ROUNDING,BROKER,E00281,G000917,3,Low,Minor rounding difference in tax withholding is within acceptable tolerance.,"Document rounding variance for G000917 tranche 3; if material, adjust withholding calculation process for future tranches."
EXC0244,STALE_FMV_PAYROLL,PAYROLL,E00281,G000918,2,High,"Payroll is using stale FMV that does not match broker's current FMV of 212.45, creating tax withholding accuracy risk.",Update payroll FMV for G000918 tranche 2 to match broker and verify withholding calculation on 13 vested shares.
EXC0245,POST_TERM_RELEASE,BROKER,E00284,G000923,16,High,"Broker released shares post-termination for a terminated employee, violating vesting eligibility rules.","Verify termination date for G000923; if shares should not have vested post-term, reverse the broker release and adjust payroll records."
EXC0246,POST_TERM_RELEASE,BROKER,E00284,G000925,8,High,"Broker released shares post-termination for a terminated employee, creating potential payroll and tax compliance error.","Confirm termination date for G000925; if post-term vesting is invalid, reverse broker transaction and correct payroll withholding."
EXC0247,POST_TERM_RELEASE,BROKER,E00284,G000926,4,High,"Broker released shares after employee termination, violating standard vesting policy for separated employees.","Validate termination date against vesting schedule for G000926; if release is unauthorized, reverse it and reconcile payroll."
