employee_id,offering_start,purchase_date,salary,contribution_pct,contribution,offering_start_fmv,purchase_date_fmv,lookback_fmv,purchase_price,shares_purchased,purchase_cost,market_value_at_purchase,discount_value,cash_refunded,irs_limit_capped
E00138,2024-01-01,2024-06-30,194000.0,0.1,9700.0,49.522,123.54,49.522,42.0937,230,9681.55,28414.2,18732.65,18.45,False
E00141,2024-01-01,2024-06-30,242000.0,0.05,6050.0,49.522,123.54,49.522,42.0937,143,6019.4,17666.22,11646.82,30.6,False
E00144,2024-01-01,2024-06-30,134000.0,0.1,6700.0,49.522,123.54,49.522,42.0937,159,6692.9,19642.86,12949.96,7.1,False
E00148,2024-01-01,2024-06-30,93000.0,0.05,2325.0,49.522,123.54,49.522,42.0937,55,2315.15,6794.7,4479.55,9.85,False
E00149,2024-01-01,2024-06-30,341000.0,0.15,25575.0,49.522,123.54,49.522,42.0937,504,21215.22,62264.16,41048.94,4359.78,True
E00151,2024-01-01,2024-06-30,128000.0,0.05,3200.0,49.522,123.54,49.522,42.0937,76,3199.12,9389.04,6189.92,0.88,False
E00152,2024-01-01,2024-06-30,115000.0,0.05,2875.0,49.522,123.54,49.522,42.0937,68,2862.37,8400.72,5538.35,12.63,False
E00155,2024-01-01,2024-06-30,129000.0,0.1,6450.0,49.522,123.54,49.522,42.0937,153,6440.34,18901.62,12461.28,9.66,False
E00158,2024-01-01,2024-06-30,146000.0,0.15,10950.0,49.522,123.54,49.522,42.0937,260,10944.36,32120.4,21176.04,5.64,False
E00161,2024-01-01,2024-06-30,116000.0,0.15,8700.0,49.522,123.54,49.522,42.0937,206,8671.3,25449.24,16777.94,28.7,False
E00165,2024-01-01,2024-06-30,194000.0,0.15,14550.0,49.522,123.54,49.522,42.0937,345,14522.33,42621.3,28098.97,27.67,False
E00168,2024-01-01,2024-06-30,183000.0,0.1,9150.0,49.522,123.54,49.522,42.0937,217,9134.33,26808.18,17673.85,15.67,False
E00170,2024-01-01,2024-06-30,95000.0,0.15,7125.0,49.522,123.54,49.522,42.0937,169,7113.84,20878.26,13764.42,11.16,False
E00171,2024-01-01,2024-06-30,162000.0,0.15,12150.0,49.522,123.54,49.522,42.0937,288,12122.99,35579.52,23456.53,27.01,False
E00175,2024-01-01,2024-06-30,112000.0,0.1,5600.0,49.522,123.54,49.522,42.0937,133,5598.46,16430.82,10832.36,1.54,False
E00177,2024-01-01,2024-06-30,363000.0,0.05,9075.0,49.522,123.54,49.522,42.0937,215,9050.15,26561.1,17510.95,24.85,False
E00179,2024-01-01,2024-06-30,128000.0,0.05,3200.0,49.522,123.54,49.522,42.0937,76,3199.12,9389.04,6189.92,0.88,False
E00180,2024-01-01,2024-06-30,238000.0,0.05,5950.0,49.522,123.54,49.522,42.0937,141,5935.21,17419.14,11483.93,14.79,False
E00185,2024-01-01,2024-06-30,100000.0,0.15,7500.0,49.522,123.54,49.522,42.0937,178,7492.68,21990.12,14497.44,7.32,False
E00188,2024-01-01,2024-06-30,82000.0,0.05,2050.0,49.522,123.54,49.522,42.0937,48,2020.5,5929.92,3909.42,29.5,False
E00191,2024-01-01,2024-06-30,117000.0,0.1,5850.0,49.522,123.54,49.522,42.0937,138,5808.93,17048.52,11239.59,41.07,False
E00197,2024-01-01,2024-06-30,103000.0,0.05,2575.0,49.522,123.54,49.522,42.0937,61,2567.72,7535.94,4968.22,7.28,False
E00203,2024-01-01,2024-06-30,131000.0,0.15,9825.0,49.522,123.54,49.522,42.0937,233,9807.83,28784.82,18976.99,17.17,False
E00205,2024-01-01,2024-06-30,74000.0,0.1,3700.0,49.522,123.54,49.522,42.0937,87,3662.15,10747.98,7085.83,37.85,False
E00206,2024-01-01,2024-06-30,94000.0,0.05,2350.0,49.522,123.54,49.522,42.0937,55,2315.15,6794.7,4479.55,34.85,False
E00210,2024-01-01,2024-06-30,221000.0,0.1,11050.0,49.522,123.54,49.522,42.0937,262,11028.55,32367.48,21338.93,21.45,False
E00213,2024-01-01,2024-06-30,176000.0,0.1,8800.0,49.522,123.54,49.522,42.0937,209,8797.58,25819.86,17022.28,2.42,False
E00214,2024-01-01,2024-06-30,90000.0,0.15,6750.0,49.522,123.54,49.522,42.0937,160,6734.99,19766.4,13031.41,15.01,False
E00217,2024-01-01,2024-06-30,187000.0,0.1,9350.0,49.522,123.54,49.522,42.0937,222,9344.8,27425.88,18081.08,5.2,False
E00219,2024-01-01,2024-06-30,128000.0,0.1,6400.0,49.522,123.54,49.522,42.0937,152,6398.24,18778.08,12379.84,1.76,False
E00231,2024-01-01,2024-06-30,252000.0,0.1,12600.0,49.522,123.54,49.522,42.0937,299,12586.02,36938.46,24352.44,13.98,False
E00233,2024-01-01,2024-06-30,135000.0,0.15,10125.0,49.522,123.54,49.522,42.0937,240,10102.49,29649.6,19547.11,22.51,False
E00234,2024-01-01,2024-06-30,347000.0,0.1,17350.0,49.522,123.54,49.522,42.0937,412,17342.6,50898.48,33555.88,7.4,False
E00236,2024-01-01,2024-06-30,120000.0,0.15,9000.0,49.522,123.54,49.522,42.0937,213,8965.96,26314.02,17348.06,34.04,False
E00239,2024-01-01,2024-06-30,154000.0,0.1,7700.0,49.522,123.54,49.522,42.0937,182,7661.05,22484.28,14823.23,38.95,False
E00240,2024-01-01,2024-06-30,122000.0,0.15,9150.0,49.522,123.54,49.522,42.0937,217,9134.33,26808.18,17673.85,15.67,False
E00243,2024-01-01,2024-06-30,77000.0,0.05,1925.0,49.522,123.54,49.522,42.0937,45,1894.22,5559.3,3665.08,30.78,False
E00248,2024-01-01,2024-06-30,162000.0,0.1,8100.0,49.522,123.54,49.522,42.0937,192,8081.99,23719.68,15637.69,18.01,False
E00254,2024-01-01,2024-06-30,115000.0,0.1,5750.0,49.522,123.54,49.522,42.0937,136,5724.74,16801.44,11076.7,25.26,False
E00264,2024-01-01,2024-06-30,164000.0,0.15,12300.0,49.522,123.54,49.522,42.0937,292,12291.36,36073.68,23782.32,8.64,False
E00268,2024-01-01,2024-06-30,136000.0,0.05,3400.0,49.522,123.54,49.522,42.0937,80,3367.5,9883.2,6515.7,32.5,False
E00271,2024-01-01,2024-06-30,87000.0,0.15,6525.0,49.522,123.54,49.522,42.0937,155,6524.52,19148.7,12624.18,0.48,False
E00272,2024-01-01,2024-06-30,99000.0,0.1,4950.0,49.522,123.54,49.522,42.0937,117,4924.96,14454.18,9529.22,25.04,False
E00274,2024-01-01,2024-06-30,225000.0,0.05,5625.0,49.522,123.54,49.522,42.0937,133,5598.46,16430.82,10832.36,26.54,False
E00278,2024-01-01,2024-06-30,114000.0,0.1,5700.0,49.522,123.54,49.522,42.0937,135,5682.65,16677.9,10995.25,17.35,False
E00281,2024-01-01,2024-06-30,138000.0,0.05,3450.0,49.522,123.54,49.522,42.0937,81,3409.59,10006.74,6597.15,40.41,False
E00284,2024-01-01,2024-06-30,185000.0,0.1,9250.0,49.522,123.54,49.522,42.0937,219,9218.52,27055.26,17836.74,31.48,False
E00285,2024-01-01,2024-06-30,153000.0,0.05,3825.0,49.522,123.54,49.522,42.0937,90,3788.43,11118.6,7330.17,36.57,False
E00287,2024-01-01,2024-06-30,134000.0,0.15,10050.0,49.522,123.54,49.522,42.0937,238,10018.3,29402.52,19384.22,31.7,False
E00288,2024-01-01,2024-06-30,302000.0,0.05,7550.0,49.522,123.54,49.522,42.0937,179,7534.77,22113.66,14578.89,15.23,False
E00296,2024-01-01,2024-06-30,97000.0,0.05,2425.0,49.522,123.54,49.522,42.0937,57,2399.34,7041.78,4642.44,25.66,False
E00298,2024-01-01,2024-06-30,124000.0,0.1,6200.0,49.522,123.54,49.522,42.0937,147,6187.77,18160.38,11972.61,12.23,False
E00299,2024-01-01,2024-06-30,142000.0,0.05,3550.0,49.522,123.54,49.522,42.0937,84,3535.87,10377.36,6841.49,14.13,False
E00301,2024-01-01,2024-06-30,117000.0,0.1,5850.0,49.522,123.54,49.522,42.0937,138,5808.93,17048.52,11239.59,41.07,False
E00308,2024-01-01,2024-06-30,205000.0,0.05,5125.0,49.522,123.54,49.522,42.0937,121,5093.34,14948.34,9855.0,31.66,False
E00309,2024-01-01,2024-06-30,139000.0,0.05,3475.0,49.522,123.54,49.522,42.0937,82,3451.68,10130.28,6678.6,23.32,False
E00320,2024-01-01,2024-06-30,260000.0,0.05,6500.0,49.522,123.54,49.522,42.0937,154,6482.43,19025.16,12542.73,17.57,False
E00323,2024-01-01,2024-06-30,150000.0,0.1,7500.0,49.522,123.54,49.522,42.0937,178,7492.68,21990.12,14497.44,7.32,False
E00326,2024-01-01,2024-06-30,191000.0,0.15,14325.0,49.522,123.54,49.522,42.0937,340,14311.86,42003.6,27691.74,13.14,False
E00329,2024-01-01,2024-06-30,152000.0,0.05,3800.0,49.522,123.54,49.522,42.0937,90,3788.43,11118.6,7330.17,11.57,False
E00331,2024-01-01,2024-06-30,114000.0,0.05,2850.0,49.522,123.54,49.522,42.0937,67,2820.28,8277.18,5456.9,29.72,False
E00335,2024-01-01,2024-06-30,176000.0,0.1,8800.0,49.522,123.54,49.522,42.0937,209,8797.58,25819.86,17022.28,2.42,False
E00336,2024-01-01,2024-06-30,199000.0,0.15,14925.0,49.522,123.54,49.522,42.0937,354,14901.17,43733.16,28831.99,23.83,False
E00338,2024-01-01,2024-06-30,311000.0,0.15,23325.0,49.522,123.54,49.522,42.0937,504,21215.22,62264.16,41048.94,2109.78,True
E00339,2024-01-01,2024-06-30,149000.0,0.15,11175.0,49.522,123.54,49.522,42.0937,265,11154.83,32738.1,21583.27,20.17,False
E00347,2024-01-01,2024-06-30,121000.0,0.05,3025.0,49.522,123.54,49.522,42.0937,71,2988.65,8771.34,5782.69,36.35,False
E00352,2024-01-01,2024-06-30,194000.0,0.1,9700.0,49.522,123.54,49.522,42.0937,230,9681.55,28414.2,18732.65,18.45,False
E00353,2024-01-01,2024-06-30,89000.0,0.05,2225.0,49.522,123.54,49.522,42.0937,52,2188.87,6424.08,4235.21,36.13,False
E00361,2024-01-01,2024-06-30,172000.0,0.15,12900.0,49.522,123.54,49.522,42.0937,306,12880.67,37803.24,24922.57,19.33,False
E00365,2024-01-01,2024-06-30,94000.0,0.1,4700.0,49.522,123.54,49.522,42.0937,111,4672.4,13712.94,9040.54,27.6,False
E00367,2024-01-01,2024-06-30,119000.0,0.1,5950.0,49.522,123.54,49.522,42.0937,141,5935.21,17419.14,11483.93,14.79,False
E00368,2024-01-01,2024-06-30,159000.0,0.05,3975.0,49.522,123.54,49.522,42.0937,94,3956.81,11612.76,7655.95,18.19,False
E00369,2024-01-01,2024-06-30,236000.0,0.15,17700.0,49.522,123.54,49.522,42.0937,420,17679.35,51886.8,34207.45,20.65,False
E00370,2024-01-01,2024-06-30,144000.0,0.15,10800.0,49.522,123.54,49.522,42.0937,256,10775.99,31626.24,20850.25,24.01,False
E00374,2024-01-01,2024-06-30,194000.0,0.1,9700.0,49.522,123.54,49.522,42.0937,230,9681.55,28414.2,18732.65,18.45,False
E00377,2024-01-01,2024-06-30,171000.0,0.05,4275.0,49.522,123.54,49.522,42.0937,101,4251.46,12477.54,8226.08,23.54,False
E00379,2024-01-01,2024-06-30,158000.0,0.05,3950.0,49.522,123.54,49.522,42.0937,93,3914.71,11489.22,7574.51,35.29,False
E00384,2024-01-01,2024-06-30,82000.0,0.1,4100.0,49.522,123.54,49.522,42.0937,97,4083.09,11983.38,7900.29,16.91,False
E00387,2024-01-01,2024-06-30,137000.0,0.1,6850.0,49.522,123.54,49.522,42.0937,162,6819.18,20013.48,13194.3,30.82,False
E00388,2024-01-01,2024-06-30,138000.0,0.05,3450.0,49.522,123.54,49.522,42.0937,81,3409.59,10006.74,6597.15,40.41,False
E00401,2024-01-01,2024-06-30,225000.0,0.05,5625.0,49.522,123.54,49.522,42.0937,133,5598.46,16430.82,10832.36,26.54,False
E00404,2024-01-01,2024-06-30,219000.0,0.05,5475.0,49.522,123.54,49.522,42.0937,130,5472.18,16060.2,10588.02,2.82,False
E00405,2024-01-01,2024-06-30,138000.0,0.15,10350.0,49.522,123.54,49.522,42.0937,245,10312.96,30267.3,19954.34,37.04,False
E00409,2024-01-01,2024-06-30,236000.0,0.15,17700.0,49.522,123.54,49.522,42.0937,420,17679.35,51886.8,34207.45,20.65,False
E00411,2024-01-01,2024-06-30,193000.0,0.1,9650.0,49.522,123.54,49.522,42.0937,229,9639.46,28290.66,18651.2,10.54,False
E00412,2024-01-01,2024-06-30,132000.0,0.15,9900.0,49.522,123.54,49.522,42.0937,235,9892.02,29031.9,19139.88,7.98,False
E00413,2024-01-01,2024-06-30,212000.0,0.05,5300.0,49.522,123.54,49.522,42.0937,125,5261.71,15442.5,10180.79,38.29,False
E00416,2024-01-01,2024-06-30,133000.0,0.05,3325.0,49.522,123.54,49.522,42.0937,78,3283.31,9636.12,6352.81,41.69,False
E00417,2024-01-01,2024-06-30,148000.0,0.1,7400.0,49.522,123.54,49.522,42.0937,175,7366.4,21619.5,14253.1,33.6,False
E00418,2024-01-01,2024-06-30,152000.0,0.15,11400.0,49.522,123.54,49.522,42.0937,270,11365.3,33355.8,21990.5,34.7,False
E00419,2024-01-01,2024-06-30,174000.0,0.1,8700.0,49.522,123.54,49.522,42.0937,206,8671.3,25449.24,16777.94,28.7,False
E00423,2024-01-01,2024-06-30,121000.0,0.1,6050.0,49.522,123.54,49.522,42.0937,143,6019.4,17666.22,11646.82,30.6,False
E00426,2024-01-01,2024-06-30,168000.0,0.15,12600.0,49.522,123.54,49.522,42.0937,299,12586.02,36938.46,24352.44,13.98,False
E00427,2024-01-01,2024-06-30,143000.0,0.05,3575.0,49.522,123.54,49.522,42.0937,84,3535.87,10377.36,6841.49,39.13,False
E00432,2024-01-01,2024-06-30,138000.0,0.1,6900.0,49.522,123.54,49.522,42.0937,163,6861.27,20137.02,13275.75,38.73,False
E00443,2024-01-01,2024-06-30,313000.0,0.1,15650.0,49.522,123.54,49.522,42.0937,371,15616.76,45833.34,30216.58,33.24,False
E00445,2024-01-01,2024-06-30,125000.0,0.15,9375.0,49.522,123.54,49.522,42.0937,222,9344.8,27425.88,18081.08,30.2,False
E00446,2024-01-01,2024-06-30,193000.0,0.1,9650.0,49.522,123.54,49.522,42.0937,229,9639.46,28290.66,18651.2,10.54,False
E00447,2024-01-01,2024-06-30,148000.0,0.1,7400.0,49.522,123.54,49.522,42.0937,175,7366.4,21619.5,14253.1,33.6,False
E00449,2024-01-01,2024-06-30,149000.0,0.15,11175.0,49.522,123.54,49.522,42.0937,265,11154.83,32738.1,21583.27,20.17,False
E00450,2024-01-01,2024-06-30,99000.0,0.1,4950.0,49.522,123.54,49.522,42.0937,117,4924.96,14454.18,9529.22,25.04,False
E00452,2024-01-01,2024-06-30,136000.0,0.1,6800.0,49.522,123.54,49.522,42.0937,161,6777.09,19889.94,13112.85,22.91,False
E00455,2024-01-01,2024-06-30,131000.0,0.05,3275.0,49.522,123.54,49.522,42.0937,77,3241.21,9512.58,6271.37,33.79,False
E00459,2024-01-01,2024-06-30,135000.0,0.1,6750.0,49.522,123.54,49.522,42.0937,160,6734.99,19766.4,13031.41,15.01,False
E00464,2024-01-01,2024-06-30,101000.0,0.05,2525.0,49.522,123.54,49.522,42.0937,59,2483.53,7288.86,4805.33,41.47,False
E00466,2024-01-01,2024-06-30,123000.0,0.15,9225.0,49.522,123.54,49.522,42.0937,219,9218.52,27055.26,17836.74,6.48,False
E00469,2024-01-01,2024-06-30,108000.0,0.1,5400.0,49.522,123.54,49.522,42.0937,128,5387.99,15813.12,10425.13,12.01,False
E00471,2024-01-01,2024-06-30,136000.0,0.05,3400.0,49.522,123.54,49.522,42.0937,80,3367.5,9883.2,6515.7,32.5,False
E00473,2024-01-01,2024-06-30,290000.0,0.05,7250.0,49.522,123.54,49.522,42.0937,172,7240.12,21248.88,14008.76,9.88,False
E00480,2024-01-01,2024-06-30,178000.0,0.1,8900.0,49.522,123.54,49.522,42.0937,211,8881.77,26066.94,17185.17,18.23,False
E00487,2024-01-01,2024-06-30,159000.0,0.1,7950.0,49.522,123.54,49.522,42.0937,188,7913.62,23225.52,15311.9,36.38,False
E00492,2024-01-01,2024-06-30,240000.0,0.15,18000.0,49.522,123.54,49.522,42.0937,427,17974.01,52751.58,34777.57,25.99,False
E00493,2024-01-01,2024-06-30,92000.0,0.1,4600.0,49.522,123.54,49.522,42.0937,109,4588.21,13465.86,8877.65,11.79,False
E00495,2024-01-01,2024-06-30,125000.0,0.1,6250.0,49.522,123.54,49.522,42.0937,148,6229.87,18283.92,12054.05,20.13,False
E00004,2024-01-01,2024-12-31,196000.0,0.1,9800.0,49.522,134.29,49.522,42.0937,232,9765.74,31155.28,21389.54,34.26,False
E00012,2024-01-01,2024-12-31,104000.0,0.15,7800.0,49.522,134.29,49.522,42.0937,185,7787.33,24843.65,17056.32,12.67,False
E00013,2024-01-01,2024-12-31,176000.0,0.15,13200.0,49.522,134.29,49.522,42.0937,191,8039.9,25649.39,17609.49,5160.1,True
E00015,2024-01-01,2024-12-31,138000.0,0.1,6900.0,49.522,134.29,49.522,42.0937,163,6861.27,21889.27,15028.0,38.73,False
E00017,2024-01-01,2024-12-31,183000.0,0.05,4575.0,49.522,134.29,49.522,42.0937,108,4546.12,14503.32,9957.2,28.88,False
E00023,2024-01-01,2024-12-31,151000.0,0.05,3775.0,49.522,134.29,49.522,42.0937,89,3746.34,11951.81,8205.47,28.66,False
E00025,2024-01-01,2024-12-31,166000.0,0.1,8300.0,49.522,134.29,49.522,42.0937,197,8292.46,26455.13,18162.67,7.54,False
E00030,2024-01-01,2024-12-31,137000.0,0.1,6850.0,49.522,134.29,49.522,42.0937,162,6819.18,21754.98,14935.8,30.82,False
E00031,2024-01-01,2024-12-31,168000.0,0.1,8400.0,49.522,134.29,49.522,42.0937,199,8376.65,26723.71,18347.06,23.35,False
E00039,2024-01-01,2024-12-31,86000.0,0.15,6450.0,49.522,134.29,49.522,42.0937,153,6440.34,20546.37,14106.03,9.66,False
E00041,2024-01-01,2024-12-31,191000.0,0.05,4775.0,49.522,134.29,49.522,42.0937,113,4756.59,15174.77,10418.18,18.41,False
E00042,2024-01-01,2024-12-31,245000.0,0.05,6125.0,49.522,134.29,49.522,42.0937,145,6103.59,19472.05,13368.46,21.41,False
E00045,2024-01-01,2024-12-31,132000.0,0.05,3300.0,49.522,134.29,49.522,42.0937,78,3283.31,10474.62,7191.31,16.69,False
E00052,2024-01-01,2024-12-31,324000.0,0.1,16200.0,49.522,134.29,49.522,42.0937,120,5051.24,16114.8,11063.56,11148.76,True
E00053,2024-01-01,2024-12-31,147000.0,0.1,7350.0,49.522,134.29,49.522,42.0937,174,7324.3,23366.46,16042.16,25.7,False
E00062,2024-01-01,2024-12-31,168000.0,0.05,4200.0,49.522,134.29,49.522,42.0937,99,4167.28,13294.71,9127.43,32.72,False
E00064,2024-01-01,2024-12-31,188000.0,0.05,4700.0,49.522,134.29,49.522,42.0937,111,4672.4,14906.19,10233.79,27.6,False
E00067,2024-01-01,2024-12-31,168000.0,0.1,8400.0,49.522,134.29,49.522,42.0937,199,8376.65,26723.71,18347.06,23.35,False
E00073,2024-01-01,2024-12-31,85000.0,0.05,2125.0,49.522,134.29,49.522,42.0937,50,2104.68,6714.5,4609.82,20.32,False
E00075,2024-01-01,2024-12-31,305000.0,0.05,7625.0,49.522,134.29,49.522,42.0937,181,7618.96,24306.49,16687.53,6.04,False
E00078,2024-01-01,2024-12-31,132000.0,0.1,6600.0,49.522,134.29,49.522,42.0937,156,6566.62,20949.24,14382.62,33.38,False
E00083,2024-01-01,2024-12-31,91000.0,0.1,4550.0,49.522,134.29,49.522,42.0937,108,4546.12,14503.32,9957.2,3.88,False
E00093,2024-01-01,2024-12-31,219000.0,0.1,10950.0,49.522,134.29,49.522,42.0937,244,10270.86,32766.76,22495.9,679.14,True
E00094,2024-01-01,2024-12-31,173000.0,0.1,8650.0,49.522,134.29,49.522,42.0937,205,8629.21,27529.45,18900.24,20.79,False
E00097,2024-01-01,2024-12-31,111000.0,0.1,5550.0,49.522,134.29,49.522,42.0937,131,5514.27,17591.99,12077.72,35.73,False
E00098,2024-01-01,2024-12-31,155000.0,0.15,11625.0,49.522,134.29,49.522,42.0937,228,9597.36,30618.12,21020.76,2027.64,True
E00099,2024-01-01,2024-12-31,100000.0,0.05,2500.0,49.522,134.29,49.522,42.0937,59,2483.53,7923.11,5439.58,16.47,False
E00102,2024-01-01,2024-12-31,152000.0,0.05,3800.0,49.522,134.29,49.522,42.0937,90,3788.43,12086.1,8297.67,11.57,False
E00106,2024-01-01,2024-12-31,127000.0,0.1,6350.0,49.522,134.29,49.522,42.0937,150,6314.05,20143.5,13829.45,35.95,False
E00111,2024-01-01,2024-12-31,100000.0,0.05,2500.0,49.522,134.29,49.522,42.0937,59,2483.53,7923.11,5439.58,16.47,False
E00112,2024-01-01,2024-12-31,134000.0,0.1,6700.0,49.522,134.29,49.522,42.0937,159,6692.9,21352.11,14659.21,7.1,False
E00115,2024-01-01,2024-12-31,131000.0,0.1,6550.0,49.522,134.29,49.522,42.0937,155,6524.52,20814.95,14290.43,25.48,False
E00116,2024-01-01,2024-12-31,282000.0,0.05,7050.0,49.522,134.29,49.522,42.0937,167,7029.65,22426.43,15396.78,20.35,False
E00118,2024-01-01,2024-12-31,95000.0,0.1,4750.0,49.522,134.29,49.522,42.0937,112,4714.49,15040.48,10325.99,35.51,False
E00120,2024-01-01,2024-12-31,170000.0,0.05,4250.0,49.522,134.29,49.522,42.0937,100,4209.37,13429.0,9219.63,40.63,False
E00122,2024-01-01,2024-12-31,133000.0,0.1,6650.0,49.522,134.29,49.522,42.0937,157,6608.71,21083.53,14474.82,41.29,False
E00126,2024-01-01,2024-12-31,183000.0,0.05,4575.0,49.522,134.29,49.522,42.0937,108,4546.12,14503.32,9957.2,28.88,False
E00129,2024-01-01,2024-12-31,120000.0,0.15,9000.0,49.522,134.29,49.522,42.0937,213,8965.96,28603.77,19637.81,34.04,False
E00131,2024-01-01,2024-12-31,91000.0,0.05,2275.0,49.522,134.29,49.522,42.0937,54,2273.06,7251.66,4978.6,1.94,False
E00138,2024-01-01,2024-12-31,194000.0,0.1,9700.0,49.522,134.29,49.522,42.0937,230,9681.55,30886.7,21205.15,18.45,False
E00141,2024-01-01,2024-12-31,242000.0,0.05,6050.0,49.522,134.29,49.522,42.0937,143,6019.4,19203.47,13184.07,30.6,False
E00144,2024-01-01,2024-12-31,134000.0,0.1,6700.0,49.522,134.29,49.522,42.0937,159,6692.9,21352.11,14659.21,7.1,False
E00148,2024-01-01,2024-12-31,93000.0,0.05,2325.0,49.522,134.29,49.522,42.0937,55,2315.15,7385.95,5070.8,9.85,False
E00149,2024-01-01,2024-12-31,341000.0,0.15,25575.0,49.522,134.29,49.522,42.0937,0,0.0,0.0,0.0,25575.0,True
E00151,2024-01-01,2024-12-31,128000.0,0.05,3200.0,49.522,134.29,49.522,42.0937,76,3199.12,10206.04,7006.92,0.88,False
E00152,2024-01-01,2024-12-31,115000.0,0.05,2875.0,49.522,134.29,49.522,42.0937,68,2862.37,9131.72,6269.35,12.63,False
E00155,2024-01-01,2024-12-31,129000.0,0.1,6450.0,49.522,134.29,49.522,42.0937,153,6440.34,20546.37,14106.03,9.66,False
E00158,2024-01-01,2024-12-31,146000.0,0.15,10950.0,49.522,134.29,49.522,42.0937,244,10270.86,32766.76,22495.9,679.14,True
E00161,2024-01-01,2024-12-31,116000.0,0.15,8700.0,49.522,134.29,49.522,42.0937,206,8671.3,27663.74,18992.44,28.7,False
E00165,2024-01-01,2024-12-31,194000.0,0.15,14550.0,49.522,134.29,49.522,42.0937,159,6692.9,21352.11,14659.21,7857.1,True
E00168,2024-01-01,2024-12-31,183000.0,0.1,9150.0,49.522,134.29,49.522,42.0937,217,9134.33,29140.93,20006.6,15.67,False
E00170,2024-01-01,2024-12-31,95000.0,0.15,7125.0,49.522,134.29,49.522,42.0937,169,7113.84,22695.01,15581.17,11.16,False
E00171,2024-01-01,2024-12-31,162000.0,0.15,12150.0,49.522,134.29,49.522,42.0937,216,9092.24,29006.64,19914.4,3057.76,True
E00175,2024-01-01,2024-12-31,112000.0,0.1,5600.0,49.522,134.29,49.522,42.0937,133,5598.46,17860.57,12262.11,1.54,False
E00177,2024-01-01,2024-12-31,363000.0,0.05,9075.0,49.522,134.29,49.522,42.0937,215,9050.15,28872.35,19822.2,24.85,False
E00179,2024-01-01,2024-12-31,128000.0,0.05,3200.0,49.522,134.29,49.522,42.0937,76,3199.12,10206.04,7006.92,0.88,False
E00180,2024-01-01,2024-12-31,238000.0,0.05,5950.0,49.522,134.29,49.522,42.0937,141,5935.21,18934.89,12999.68,14.79,False
E00185,2024-01-01,2024-12-31,100000.0,0.15,7500.0,49.522,134.29,49.522,42.0937,178,7492.68,23903.62,16410.94,7.32,False
E00188,2024-01-01,2024-12-31,82000.0,0.05,2050.0,49.522,134.29,49.522,42.0937,48,2020.5,6445.92,4425.42,29.5,False
E00191,2024-01-01,2024-12-31,117000.0,0.1,5850.0,49.522,134.29,49.522,42.0937,138,5808.93,18532.02,12723.09,41.07,False
E00197,2024-01-01,2024-12-31,103000.0,0.05,2575.0,49.522,134.29,49.522,42.0937,61,2567.72,8191.69,5623.97,7.28,False
E00203,2024-01-01,2024-12-31,131000.0,0.15,9825.0,49.522,134.29,49.522,42.0937,233,9807.83,31289.57,21481.74,17.17,False
E00205,2024-01-01,2024-12-31,74000.0,0.1,3700.0,49.522,134.29,49.522,42.0937,87,3662.15,11683.23,8021.08,37.85,False
E00206,2024-01-01,2024-12-31,94000.0,0.05,2350.0,49.522,134.29,49.522,42.0937,55,2315.15,7385.95,5070.8,34.85,False
E00210,2024-01-01,2024-12-31,221000.0,0.1,11050.0,49.522,134.29,49.522,42.0937,242,10186.68,32498.18,22311.5,863.32,True
E00213,2024-01-01,2024-12-31,176000.0,0.1,8800.0,49.522,134.29,49.522,42.0937,209,8797.58,28066.61,19269.03,2.42,False
E00214,2024-01-01,2024-12-31,90000.0,0.15,6750.0,49.522,134.29,49.522,42.0937,160,6734.99,21486.4,14751.41,15.01,False
E00217,2024-01-01,2024-12-31,187000.0,0.1,9350.0,49.522,134.29,49.522,42.0937,222,9344.8,29812.38,20467.58,5.2,False
E00219,2024-01-01,2024-12-31,128000.0,0.1,6400.0,49.522,134.29,49.522,42.0937,152,6398.24,20412.08,14013.84,1.76,False
E00231,2024-01-01,2024-12-31,252000.0,0.1,12600.0,49.522,134.29,49.522,42.0937,205,8629.21,27529.45,18900.24,3970.79,True
E00233,2024-01-01,2024-12-31,135000.0,0.15,10125.0,49.522,134.29,49.522,42.0937,240,10102.49,32229.6,22127.11,22.51,False
E00234,2024-01-01,2024-12-31,347000.0,0.1,17350.0,49.522,134.29,49.522,42.0937,92,3872.62,12354.68,8482.06,13477.38,True
E00236,2024-01-01,2024-12-31,120000.0,0.15,9000.0,49.522,134.29,49.522,42.0937,213,8965.96,28603.77,19637.81,34.04,False
E00239,2024-01-01,2024-12-31,154000.0,0.1,7700.0,49.522,134.29,49.522,42.0937,182,7661.05,24440.78,16779.73,38.95,False
E00240,2024-01-01,2024-12-31,122000.0,0.15,9150.0,49.522,134.29,49.522,42.0937,217,9134.33,29140.93,20006.6,15.67,False
E00243,2024-01-01,2024-12-31,77000.0,0.05,1925.0,49.522,134.29,49.522,42.0937,45,1894.22,6043.05,4148.83,30.78,False
E00248,2024-01-01,2024-12-31,162000.0,0.1,8100.0,49.522,134.29,49.522,42.0937,192,8081.99,25783.68,17701.69,18.01,False
E00254,2024-01-01,2024-12-31,115000.0,0.1,5750.0,49.522,134.29,49.522,42.0937,136,5724.74,18263.44,12538.7,25.26,False
