grant_id,employee_id,tranche,vest_date,shares,status
G000140,E00046,15,2029-09-15,21,UNVESTED
G000140,E00046,16,2029-12-15,35,UNVESTED
G000141,E00047,1,2025-12-15,55,VESTED
G000141,E00047,2,2026-03-15,55,VESTED
G000141,E00047,3,2026-06-15,55,VESTED
G000141,E00047,4,2026-09-15,55,VESTED
G000141,E00047,5,2026-12-15,55,UNVESTED
G000141,E00047,6,2027-03-15,55,UNVESTED
G000141,E00047,7,2027-06-15,55,UNVESTED
G000141,E00047,8,2027-09-15,55,UNVESTED
G000141,E00047,9,2027-12-15,55,UNVESTED
G000141,E00047,10,2028-03-15,55,UNVESTED
G000141,E00047,11,2028-06-15,55,UNVESTED
G000141,E00047,12,2028-09-15,55,UNVESTED
G000141,E00047,13,2028-12-15,55,UNVESTED
G000141,E00047,14,2029-03-15,55,UNVESTED
G000141,E00047,15,2029-06-15,55,UNVESTED
G000141,E00047,16,2029-09-15,65,UNVESTED
G000142,E00048,1,2026-03-15,166,VESTED
G000142,E00048,2,2026-06-15,166,VESTED
G000142,E00048,3,2026-09-15,166,VESTED
G000142,E00048,4,2026-12-15,166,UNVESTED
G000142,E00048,5,2027-03-15,166,UNVESTED
G000142,E00048,6,2027-06-15,166,UNVESTED
G000142,E00048,7,2027-09-15,166,UNVESTED
G000142,E00048,8,2027-12-15,166,UNVESTED
G000142,E00048,9,2028-03-15,166,UNVESTED
G000142,E00048,10,2028-06-15,166,UNVESTED
G000142,E00048,11,2028-09-15,166,UNVESTED
G000142,E00048,12,2028-12-15,166,UNVESTED
G000142,E00048,13,2029-03-15,166,UNVESTED
G000142,E00048,14,2029-06-15,166,UNVESTED
G000142,E00048,15,2029-09-15,166,UNVESTED
G000142,E00048,16,2029-12-15,180,UNVESTED
G000143,E00049,1,2025-06-15,109,VESTED
G000143,E00049,2,2025-09-15,109,VESTED
G000143,E00049,3,2025-12-15,109,VESTED
G000143,E00049,4,2026-03-15,109,VESTED
G000143,E00049,5,2026-06-15,109,VESTED
G000143,E00049,6,2026-09-15,109,VESTED
G000143,E00049,7,2026-12-15,109,UNVESTED
G000143,E00049,8,2027-03-15,109,UNVESTED
G000143,E00049,9,2027-06-15,109,UNVESTED
G000143,E00049,10,2027-09-15,109,UNVESTED
G000143,E00049,11,2027-12-15,109,UNVESTED
G000143,E00049,12,2028-03-15,109,UNVESTED
G000143,E00049,13,2028-06-15,109,UNVESTED
G000143,E00049,14,2028-09-15,109,UNVESTED
G000143,E00049,15,2028-12-15,109,UNVESTED
G000143,E00049,16,2029-03-15,115,UNVESTED
G000144,E00049,1,2026-03-15,48,VESTED
G000144,E00049,2,2026-06-15,48,VESTED
G000144,E00049,3,2026-09-15,48,VESTED
G000144,E00049,4,2026-12-15,48,UNVESTED
G000144,E00049,5,2027-03-15,48,UNVESTED
G000144,E00049,6,2027-06-15,48,UNVESTED
G000144,E00049,7,2027-09-15,48,UNVESTED
G000144,E00049,8,2027-12-15,48,UNVESTED
G000144,E00049,9,2028-03-15,48,UNVESTED
G000144,E00049,10,2028-06-15,48,UNVESTED
G000144,E00049,11,2028-09-15,48,UNVESTED
G000144,E00049,12,2028-12-15,48,UNVESTED
G000144,E00049,13,2029-03-15,48,UNVESTED
G000144,E00049,14,2029-06-15,48,UNVESTED
G000144,E00049,15,2029-09-15,48,UNVESTED
G000144,E00049,16,2029-12-15,50,UNVESTED
G000145,E00050,1,2025-03-15,42,VESTED
G000145,E00050,2,2025-06-15,42,VESTED
G000145,E00050,3,2025-09-15,42,VESTED
G000145,E00050,4,2025-12-15,42,VESTED
G000145,E00050,5,2026-03-15,42,VESTED
G000145,E00050,6,2026-06-15,42,VESTED
G000145,E00050,7,2026-09-15,42,VESTED
G000145,E00050,8,2026-12-15,42,UNVESTED
G000145,E00050,9,2027-03-15,42,UNVESTED
G000145,E00050,10,2027-06-15,42,UNVESTED
G000145,E00050,11,2027-09-15,42,UNVESTED
G000145,E00050,12,2027-12-15,42,UNVESTED
G000145,E00050,13,2028-03-15,42,UNVESTED
G000145,E00050,14,2028-06-15,42,UNVESTED
G000145,E00050,15,2028-09-15,42,UNVESTED
G000145,E00050,16,2028-12-15,50,UNVESTED
G000146,E00050,1,2026-03-15,12,VESTED
G000146,E00050,2,2026-06-15,12,VESTED
G000146,E00050,3,2026-09-15,12,VESTED
G000146,E00050,4,2026-12-15,12,UNVESTED
G000146,E00050,5,2027-03-15,12,UNVESTED
G000146,E00050,6,2027-06-15,12,UNVESTED
G000146,E00050,7,2027-09-15,12,UNVESTED
G000146,E00050,8,2027-12-15,12,UNVESTED
G000146,E00050,9,2028-03-15,12,UNVESTED
G000146,E00050,10,2028-06-15,12,UNVESTED
G000146,E00050,11,2028-09-15,12,UNVESTED
G000146,E00050,12,2028-12-15,12,UNVESTED
G000146,E00050,13,2029-03-15,12,UNVESTED
G000146,E00050,14,2029-06-15,12,UNVESTED
G000146,E00050,15,2029-09-15,12,UNVESTED
G000146,E00050,16,2029-12-15,20,UNVESTED
G000147,E00051,1,2024-12-15,42,VESTED
G000147,E00051,2,2025-03-15,42,VESTED
G000147,E00051,3,2025-06-15,42,VESTED
G000147,E00051,4,2025-09-15,42,VESTED
G000147,E00051,5,2025-12-15,42,VESTED
G000147,E00051,6,2026-03-15,42,FORFEITED
G000147,E00051,7,2026-06-15,42,FORFEITED
G000147,E00051,8,2026-09-15,42,FORFEITED
G000147,E00051,9,2026-12-15,42,FORFEITED
G000147,E00051,10,2027-03-15,42,FORFEITED
G000147,E00051,11,2027-06-15,42,FORFEITED
G000147,E00051,12,2027-09-15,42,FORFEITED
G000147,E00051,13,2027-12-15,42,FORFEITED
G000147,E00051,14,2028-03-15,42,FORFEITED
G000147,E00051,15,2028-06-15,42,FORFEITED
G000147,E00051,16,2028-09-15,50,FORFEITED
G000148,E00051,1,2026-03-15,13,FORFEITED
G000148,E00051,2,2026-06-15,13,FORFEITED
G000148,E00051,3,2026-09-15,13,FORFEITED
G000148,E00051,4,2026-12-15,13,FORFEITED
G000148,E00051,5,2027-03-15,13,FORFEITED
G000148,E00051,6,2027-06-15,13,FORFEITED
G000148,E00051,7,2027-09-15,13,FORFEITED
G000148,E00051,8,2027-12-15,13,FORFEITED
G000148,E00051,9,2028-03-15,13,FORFEITED
G000148,E00051,10,2028-06-15,13,FORFEITED
G000148,E00051,11,2028-09-15,13,FORFEITED
G000148,E00051,12,2028-12-15,13,FORFEITED
G000148,E00051,13,2029-03-15,13,FORFEITED
G000148,E00051,14,2029-06-15,13,FORFEITED
G000148,E00051,15,2029-09-15,13,FORFEITED
G000148,E00051,16,2029-12-15,25,FORFEITED
G000149,E00052,1,2022-06-15,301,VESTED
G000149,E00052,2,2022-09-15,301,VESTED
G000149,E00052,3,2022-12-15,301,VESTED
G000149,E00052,4,2023-03-15,301,VESTED
G000149,E00052,5,2023-06-15,301,VESTED
G000149,E00052,6,2023-09-15,301,VESTED
G000149,E00052,7,2023-12-15,301,VESTED
G000149,E00052,8,2024-03-15,301,VESTED
G000149,E00052,9,2024-06-15,301,VESTED
G000149,E00052,10,2024-09-15,301,VESTED
G000149,E00052,11,2024-12-15,301,VESTED
G000149,E00052,12,2025-03-15,301,VESTED
G000149,E00052,13,2025-06-15,301,VESTED
G000149,E00052,14,2025-09-15,301,VESTED
G000149,E00052,15,2025-12-15,301,VESTED
G000149,E00052,16,2026-03-15,315,VESTED
G000150,E00052,1,2023-03-15,135,VESTED
G000150,E00052,2,2023-06-15,135,VESTED
G000150,E00052,3,2023-09-15,135,VESTED
G000150,E00052,4,2023-12-15,135,VESTED
G000150,E00052,5,2024-03-15,135,VESTED
G000150,E00052,6,2024-06-15,135,VESTED
G000150,E00052,7,2024-09-15,135,VESTED
G000150,E00052,8,2024-12-15,135,VESTED
G000150,E00052,9,2025-03-15,135,VESTED
G000150,E00052,10,2025-06-15,135,VESTED
G000150,E00052,11,2025-09-15,135,VESTED
G000150,E00052,12,2025-12-15,135,VESTED
G000150,E00052,13,2026-03-15,135,VESTED
G000150,E00052,14,2026-06-15,135,VESTED
G000150,E00052,15,2026-09-15,135,VESTED
G000150,E00052,16,2026-12-15,135,UNVESTED
G000151,E00052,1,2024-03-15,170,VESTED
G000151,E00052,2,2024-06-15,170,VESTED
G000151,E00052,3,2024-09-15,170,VESTED
G000151,E00052,4,2024-12-15,170,VESTED
G000151,E00052,5,2025-03-15,170,VESTED
G000151,E00052,6,2025-06-15,170,VESTED
G000151,E00052,7,2025-09-15,170,VESTED
G000151,E00052,8,2025-12-15,170,VESTED
G000151,E00052,9,2026-03-15,170,VESTED
G000151,E00052,10,2026-06-15,170,VESTED
G000151,E00052,11,2026-09-15,170,VESTED
G000151,E00052,12,2026-12-15,170,UNVESTED
G000151,E00052,13,2027-03-15,170,UNVESTED
G000151,E00052,14,2027-06-15,170,UNVESTED
G000151,E00052,15,2027-09-15,170,UNVESTED
G000151,E00052,16,2027-12-15,170,UNVESTED
G000152,E00052,1,2025-03-15,179,VESTED
G000152,E00052,2,2025-06-15,179,VESTED
G000152,E00052,3,2025-09-15,179,VESTED
G000152,E00052,4,2025-12-15,179,VESTED
G000152,E00052,5,2026-03-15,179,VESTED
G000152,E00052,6,2026-06-15,179,VESTED
G000152,E00052,7,2026-09-15,179,VESTED
G000152,E00052,8,2026-12-15,179,UNVESTED
G000152,E00052,9,2027-03-15,179,UNVESTED
G000152,E00052,10,2027-06-15,179,UNVESTED
G000152,E00052,11,2027-09-15,179,UNVESTED
G000152,E00052,12,2027-12-15,179,UNVESTED
G000152,E00052,13,2028-03-15,179,UNVESTED
G000152,E00052,14,2028-06-15,179,UNVESTED
G000152,E00052,15,2028-09-15,179,UNVESTED
G000152,E00052,16,2028-12-15,185,UNVESTED
G000153,E00052,1,2026-03-15,158,VESTED
G000153,E00052,2,2026-06-15,158,VESTED
G000153,E00052,3,2026-09-15,158,VESTED
G000153,E00052,4,2026-12-15,158,UNVESTED
G000153,E00052,5,2027-03-15,158,UNVESTED
G000153,E00052,6,2027-06-15,158,UNVESTED
G000153,E00052,7,2027-09-15,158,UNVESTED
G000153,E00052,8,2027-12-15,158,UNVESTED
G000153,E00052,9,2028-03-15,158,UNVESTED
G000153,E00052,10,2028-06-15,158,UNVESTED
G000153,E00052,11,2028-09-15,158,UNVESTED
G000153,E00052,12,2028-12-15,158,UNVESTED
G000153,E00052,13,2029-03-15,158,UNVESTED
G000153,E00052,14,2029-06-15,158,UNVESTED
G000153,E00052,15,2029-09-15,158,UNVESTED
G000153,E00052,16,2029-12-15,170,UNVESTED
G000154,E00053,1,2022-09-15,95,VESTED
G000154,E00053,2,2022-12-15,95,VESTED
G000154,E00053,3,2023-03-15,95,VESTED
G000154,E00053,4,2023-06-15,95,VESTED
G000154,E00053,5,2023-09-15,95,VESTED
G000154,E00053,6,2023-12-15,95,VESTED
G000154,E00053,7,2024-03-15,95,VESTED
G000154,E00053,8,2024-06-15,95,VESTED
G000154,E00053,9,2024-09-15,95,VESTED
G000154,E00053,10,2024-12-15,95,VESTED
G000154,E00053,11,2025-03-15,95,VESTED
G000154,E00053,12,2025-06-15,95,VESTED
G000154,E00053,13,2025-09-15,95,VESTED
G000154,E00053,14,2025-12-15,95,VESTED
G000154,E00053,15,2026-03-15,95,VESTED
G000154,E00053,16,2026-06-15,105,VESTED
G000155,E00053,1,2023-03-15,43,VESTED
G000155,E00053,2,2023-06-15,43,VESTED
G000155,E00053,3,2023-09-15,43,VESTED
G000155,E00053,4,2023-12-15,43,VESTED
G000155,E00053,5,2024-03-15,43,VESTED
G000155,E00053,6,2024-06-15,43,VESTED
G000155,E00053,7,2024-09-15,43,VESTED
G000155,E00053,8,2024-12-15,43,VESTED
G000155,E00053,9,2025-03-15,43,VESTED
G000155,E00053,10,2025-06-15,43,VESTED
G000155,E00053,11,2025-09-15,43,VESTED
G000155,E00053,12,2025-12-15,43,VESTED
G000155,E00053,13,2026-03-15,43,VESTED
G000155,E00053,14,2026-06-15,43,VESTED
G000155,E00053,15,2026-09-15,43,VESTED
G000155,E00053,16,2026-12-15,55,UNVESTED
G000156,E00053,1,2024-03-15,33,VESTED
G000156,E00053,2,2024-06-15,33,VESTED
G000156,E00053,3,2024-09-15,33,VESTED
G000156,E00053,4,2024-12-15,33,VESTED
G000156,E00053,5,2025-03-15,33,VESTED
G000156,E00053,6,2025-06-15,33,VESTED
G000156,E00053,7,2025-09-15,33,VESTED
G000156,E00053,8,2025-12-15,33,VESTED
G000156,E00053,9,2026-03-15,33,VESTED
G000156,E00053,10,2026-06-15,33,VESTED
G000156,E00053,11,2026-09-15,33,VESTED
G000156,E00053,12,2026-12-15,33,UNVESTED
G000156,E00053,13,2027-03-15,33,UNVESTED
G000156,E00053,14,2027-06-15,33,UNVESTED
G000156,E00053,15,2027-09-15,33,UNVESTED
G000156,E00053,16,2027-12-15,45,UNVESTED
G000157,E00053,1,2025-03-15,25,VESTED
G000157,E00053,2,2025-06-15,25,VESTED
G000157,E00053,3,2025-09-15,25,VESTED
G000157,E00053,4,2025-12-15,25,VESTED
G000157,E00053,5,2026-03-15,25,VESTED
G000157,E00053,6,2026-06-15,25,VESTED
G000157,E00053,7,2026-09-15,25,VESTED
G000157,E00053,8,2026-12-15,25,UNVESTED
G000157,E00053,9,2027-03-15,25,UNVESTED
G000157,E00053,10,2027-06-15,25,UNVESTED
G000157,E00053,11,2027-09-15,25,UNVESTED
G000157,E00053,12,2027-12-15,25,UNVESTED
G000157,E00053,13,2028-03-15,25,UNVESTED
G000157,E00053,14,2028-06-15,25,UNVESTED
G000157,E00053,15,2028-09-15,25,UNVESTED
G000157,E00053,16,2028-12-15,35,UNVESTED
G000158,E00053,1,2026-03-15,31,VESTED
G000158,E00053,2,2026-06-15,31,VESTED
G000158,E00053,3,2026-09-15,31,VESTED
G000158,E00053,4,2026-12-15,31,UNVESTED
G000158,E00053,5,2027-03-15,31,UNVESTED
G000158,E00053,6,2027-06-15,31,UNVESTED
G000158,E00053,7,2027-09-15,31,UNVESTED
G000158,E00053,8,2027-12-15,31,UNVESTED
G000158,E00053,9,2028-03-15,31,UNVESTED
G000158,E00053,10,2028-06-15,31,UNVESTED
G000158,E00053,11,2028-09-15,31,UNVESTED
G000158,E00053,12,2028-12-15,31,UNVESTED
G000158,E00053,13,2029-03-15,31,UNVESTED
G000158,E00053,14,2029-06-15,31,UNVESTED
G000158,E00053,15,2029-09-15,31,UNVESTED
G000158,E00053,16,2029-12-15,45,UNVESTED
G000159,E00054,1,2025-09-15,45,VESTED
G000159,E00054,2,2025-12-15,45,VESTED
G000159,E00054,3,2026-03-15,45,VESTED
G000159,E00054,4,2026-06-15,45,VESTED
G000159,E00054,5,2026-09-15,45,VESTED
G000159,E00054,6,2026-12-15,45,UNVESTED
G000159,E00054,7,2027-03-15,45,UNVESTED
G000159,E00054,8,2027-06-15,45,UNVESTED
G000159,E00054,9,2027-09-15,45,UNVESTED
G000159,E00054,10,2027-12-15,45,UNVESTED
G000159,E00054,11,2028-03-15,45,UNVESTED
G000159,E00054,12,2028-06-15,45,UNVESTED
G000159,E00054,13,2028-09-15,45,UNVESTED
G000159,E00054,14,2028-12-15,45,UNVESTED
G000159,E00054,15,2029-03-15,45,UNVESTED
G000159,E00054,16,2029-06-15,45,UNVESTED
G000160,E00054,1,2026-03-15,15,VESTED
G000160,E00054,2,2026-06-15,15,VESTED
G000160,E00054,3,2026-09-15,15,VESTED
G000160,E00054,4,2026-12-15,15,UNVESTED
G000160,E00054,5,2027-03-15,15,UNVESTED
G000160,E00054,6,2027-06-15,15,UNVESTED
G000160,E00054,7,2027-09-15,15,UNVESTED
G000160,E00054,8,2027-12-15,15,UNVESTED
G000160,E00054,9,2028-03-15,15,UNVESTED
G000160,E00054,10,2028-06-15,15,UNVESTED
G000160,E00054,11,2028-09-15,15,UNVESTED
G000160,E00054,12,2028-12-15,15,UNVESTED
G000160,E00054,13,2029-03-15,15,UNVESTED
G000160,E00054,14,2029-06-15,15,UNVESTED
G000160,E00054,15,2029-09-15,15,UNVESTED
G000160,E00054,16,2029-12-15,25,UNVESTED
G000161,E00055,1,2025-03-15,123,VESTED
G000161,E00055,2,2025-06-15,123,VESTED
G000161,E00055,3,2025-09-15,123,VESTED
G000161,E00055,4,2025-12-15,123,VESTED
G000161,E00055,5,2026-03-15,123,VESTED
G000161,E00055,6,2026-06-15,123,VESTED
G000161,E00055,7,2026-09-15,123,VESTED
G000161,E00055,8,2026-12-15,123,UNVESTED
G000161,E00055,9,2027-03-15,123,UNVESTED
G000161,E00055,10,2027-06-15,123,UNVESTED
G000161,E00055,11,2027-09-15,123,UNVESTED
G000161,E00055,12,2027-12-15,123,UNVESTED
G000161,E00055,13,2028-03-15,123,UNVESTED
G000161,E00055,14,2028-06-15,123,UNVESTED
G000161,E00055,15,2028-09-15,123,UNVESTED
G000161,E00055,16,2028-12-15,125,UNVESTED
G000162,E00055,1,2026-03-15,43,VESTED
G000162,E00055,2,2026-06-15,43,VESTED
G000162,E00055,3,2026-09-15,43,VESTED
G000162,E00055,4,2026-12-15,43,UNVESTED
G000162,E00055,5,2027-03-15,43,UNVESTED
G000162,E00055,6,2027-06-15,43,UNVESTED
G000162,E00055,7,2027-09-15,43,UNVESTED
G000162,E00055,8,2027-12-15,43,UNVESTED
G000162,E00055,9,2028-03-15,43,UNVESTED
G000162,E00055,10,2028-06-15,43,UNVESTED
G000162,E00055,11,2028-09-15,43,UNVESTED
G000162,E00055,12,2028-12-15,43,UNVESTED
G000162,E00055,13,2029-03-15,43,UNVESTED
G000162,E00055,14,2029-06-15,43,UNVESTED
G000162,E00055,15,2029-09-15,43,UNVESTED
G000162,E00055,16,2029-12-15,55,UNVESTED
G000163,E00056,1,2021-09-15,155,VESTED
G000163,E00056,2,2021-12-15,155,VESTED
G000163,E00056,3,2022-03-15,155,VESTED
G000163,E00056,4,2022-06-15,155,VESTED
G000163,E00056,5,2022-09-15,155,VESTED
G000163,E00056,6,2022-12-15,155,VESTED
G000163,E00056,7,2023-03-15,155,VESTED
G000163,E00056,8,2023-06-15,155,VESTED
G000163,E00056,9,2023-09-15,155,VESTED
G000163,E00056,10,2023-12-15,155,VESTED
G000163,E00056,11,2024-03-15,155,VESTED
G000163,E00056,12,2024-06-15,155,VESTED
G000163,E00056,13,2024-09-15,155,VESTED
G000163,E00056,14,2024-12-15,155,VESTED
G000163,E00056,15,2025-03-15,155,VESTED
G000163,E00056,16,2025-06-15,165,VESTED
G000164,E00056,1,2022-03-15,28,VESTED
G000164,E00056,2,2022-06-15,28,VESTED
G000164,E00056,3,2022-09-15,28,VESTED
G000164,E00056,4,2022-12-15,28,VESTED
G000164,E00056,5,2023-03-15,28,VESTED
G000164,E00056,6,2023-06-15,28,VESTED
G000164,E00056,7,2023-09-15,28,VESTED
G000164,E00056,8,2023-12-15,28,VESTED
G000164,E00056,9,2024-03-15,28,VESTED
G000164,E00056,10,2024-06-15,28,VESTED
G000164,E00056,11,2024-09-15,28,VESTED
G000164,E00056,12,2024-12-15,28,VESTED
G000164,E00056,13,2025-03-15,28,VESTED
G000164,E00056,14,2025-06-15,28,VESTED
G000164,E00056,15,2025-09-15,28,VESTED
G000164,E00056,16,2025-12-15,40,VESTED
G000165,E00056,1,2023-03-15,45,VESTED
G000165,E00056,2,2023-06-15,45,VESTED
G000165,E00056,3,2023-09-15,45,VESTED
G000165,E00056,4,2023-12-15,45,VESTED
G000165,E00056,5,2024-03-15,45,VESTED
G000165,E00056,6,2024-06-15,45,VESTED
G000165,E00056,7,2024-09-15,45,VESTED
G000165,E00056,8,2024-12-15,45,VESTED
G000165,E00056,9,2025-03-15,45,VESTED
G000165,E00056,10,2025-06-15,45,VESTED
G000165,E00056,11,2025-09-15,45,VESTED
G000165,E00056,12,2025-12-15,45,VESTED
G000165,E00056,13,2026-03-15,45,VESTED
G000165,E00056,14,2026-06-15,45,VESTED
G000165,E00056,15,2026-09-15,45,VESTED
G000165,E00056,16,2026-12-15,45,UNVESTED
G000166,E00056,1,2024-03-15,41,VESTED
G000166,E00056,2,2024-06-15,41,VESTED
G000166,E00056,3,2024-09-15,41,VESTED
G000166,E00056,4,2024-12-15,41,VESTED
G000166,E00056,5,2025-03-15,41,VESTED
G000166,E00056,6,2025-06-15,41,VESTED
G000166,E00056,7,2025-09-15,41,VESTED
G000166,E00056,8,2025-12-15,41,VESTED
G000166,E00056,9,2026-03-15,41,VESTED
G000166,E00056,10,2026-06-15,41,VESTED
G000166,E00056,11,2026-09-15,41,VESTED
G000166,E00056,12,2026-12-15,41,UNVESTED
G000166,E00056,13,2027-03-15,41,UNVESTED
G000166,E00056,14,2027-06-15,41,UNVESTED
G000166,E00056,15,2027-09-15,41,UNVESTED
G000166,E00056,16,2027-12-15,55,UNVESTED
G000167,E00056,1,2025-03-15,30,VESTED
G000167,E00056,2,2025-06-15,30,VESTED
G000167,E00056,3,2025-09-15,30,VESTED
G000167,E00056,4,2025-12-15,30,VESTED
G000167,E00056,5,2026-03-15,30,VESTED
G000167,E00056,6,2026-06-15,30,VESTED
G000167,E00056,7,2026-09-15,30,VESTED
G000167,E00056,8,2026-12-15,30,UNVESTED
G000167,E00056,9,2027-03-15,30,UNVESTED
G000167,E00056,10,2027-06-15,30,UNVESTED
G000167,E00056,11,2027-09-15,30,UNVESTED
G000167,E00056,12,2027-12-15,30,UNVESTED
G000167,E00056,13,2028-03-15,30,UNVESTED
G000167,E00056,14,2028-06-15,30,UNVESTED
G000167,E00056,15,2028-09-15,30,UNVESTED
G000167,E00056,16,2028-12-15,30,UNVESTED
G000168,E00056,1,2026-03-15,41,VESTED
G000168,E00056,2,2026-06-15,41,VESTED
G000168,E00056,3,2026-09-15,41,VESTED
G000168,E00056,4,2026-12-15,41,UNVESTED
G000168,E00056,5,2027-03-15,41,UNVESTED
G000168,E00056,6,2027-06-15,41,UNVESTED
G000168,E00056,7,2027-09-15,41,UNVESTED
G000168,E00056,8,2027-12-15,41,UNVESTED
G000168,E00056,9,2028-03-15,41,UNVESTED
G000168,E00056,10,2028-06-15,41,UNVESTED
G000168,E00056,11,2028-09-15,41,UNVESTED
G000168,E00056,12,2028-12-15,41,UNVESTED
G000168,E00056,13,2029-03-15,41,UNVESTED
G000168,E00056,14,2029-06-15,41,UNVESTED
G000168,E00056,15,2029-09-15,41,UNVESTED
G000168,E00056,16,2029-12-15,45,UNVESTED
G000169,E00057,1,2025-06-15,21,VESTED
G000169,E00057,2,2025-09-15,21,VESTED
G000169,E00057,3,2025-12-15,21,VESTED
G000169,E00057,4,2026-03-15,21,VESTED
G000169,E00057,5,2026-06-15,21,VESTED
G000169,E00057,6,2026-09-15,21,VESTED
G000169,E00057,7,2026-12-15,21,UNVESTED
G000169,E00057,8,2027-03-15,21,UNVESTED
G000169,E00057,9,2027-06-15,21,UNVESTED
G000169,E00057,10,2027-09-15,21,UNVESTED
G000169,E00057,11,2027-12-15,21,UNVESTED
G000169,E00057,12,2028-03-15,21,UNVESTED
G000169,E00057,13,2028-06-15,21,UNVESTED
G000169,E00057,14,2028-09-15,21,UNVESTED
G000169,E00057,15,2028-12-15,21,UNVESTED
G000169,E00057,16,2029-03-15,25,UNVESTED
G000170,E00057,1,2026-03-15,8,VESTED
G000170,E00057,2,2026-06-15,8,VESTED
G000170,E00057,3,2026-09-15,8,VESTED
G000170,E00057,4,2026-12-15,8,UNVESTED
G000170,E00057,5,2027-03-15,8,UNVESTED
G000170,E00057,6,2027-06-15,8,UNVESTED
G000170,E00057,7,2027-09-15,8,UNVESTED
G000170,E00057,8,2027-12-15,8,UNVESTED
G000170,E00057,9,2028-03-15,8,UNVESTED
G000170,E00057,10,2028-06-15,8,UNVESTED
G000170,E00057,11,2028-09-15,8,UNVESTED
G000170,E00057,12,2028-12-15,8,UNVESTED
G000170,E00057,13,2029-03-15,8,UNVESTED
G000170,E00057,14,2029-06-15,8,UNVESTED
G000170,E00057,15,2029-09-15,8,UNVESTED
G000170,E00057,16,2029-12-15,20,UNVESTED
G000171,E00058,1,2024-06-15,195,VESTED
G000171,E00058,2,2024-09-15,195,VESTED
G000171,E00058,3,2024-12-15,195,VESTED
G000171,E00058,4,2025-03-15,195,VESTED
G000171,E00058,5,2025-06-15,195,VESTED
G000171,E00058,6,2025-09-15,195,VESTED
G000171,E00058,7,2025-12-15,195,VESTED
G000171,E00058,8,2026-03-15,195,VESTED
G000171,E00058,9,2026-06-15,195,VESTED
G000171,E00058,10,2026-09-15,195,VESTED
G000171,E00058,11,2026-12-15,195,UNVESTED
G000171,E00058,12,2027-03-15,195,UNVESTED
G000171,E00058,13,2027-06-15,195,UNVESTED
G000171,E00058,14,2027-09-15,195,UNVESTED
G000171,E00058,15,2027-12-15,195,UNVESTED
G000171,E00058,16,2028-03-15,195,UNVESTED
G000172,E00058,1,2025-03-15,38,VESTED
G000172,E00058,2,2025-06-15,38,VESTED
G000172,E00058,3,2025-09-15,38,VESTED
G000172,E00058,4,2025-12-15,38,VESTED
G000172,E00058,5,2026-03-15,38,VESTED
G000172,E00058,6,2026-06-15,38,VESTED
G000172,E00058,7,2026-09-15,38,VESTED
G000172,E00058,8,2026-12-15,38,UNVESTED
G000172,E00058,9,2027-03-15,38,UNVESTED
G000172,E00058,10,2027-06-15,38,UNVESTED
G000172,E00058,11,2027-09-15,38,UNVESTED
G000172,E00058,12,2027-12-15,38,UNVESTED
G000172,E00058,13,2028-03-15,38,UNVESTED
G000172,E00058,14,2028-06-15,38,UNVESTED
G000172,E00058,15,2028-09-15,38,UNVESTED
G000172,E00058,16,2028-12-15,40,UNVESTED
G000173,E00058,1,2026-03-15,27,VESTED
G000173,E00058,2,2026-06-15,27,VESTED
G000173,E00058,3,2026-09-15,27,VESTED
G000173,E00058,4,2026-12-15,27,UNVESTED
G000173,E00058,5,2027-03-15,27,UNVESTED
G000173,E00058,6,2027-06-15,27,UNVESTED
G000173,E00058,7,2027-09-15,27,UNVESTED
G000173,E00058,8,2027-12-15,27,UNVESTED
G000173,E00058,9,2028-03-15,27,UNVESTED
G000173,E00058,10,2028-06-15,27,UNVESTED
G000173,E00058,11,2028-09-15,27,UNVESTED
G000173,E00058,12,2028-12-15,27,UNVESTED
G000173,E00058,13,2029-03-15,27,UNVESTED
G000173,E00058,14,2029-06-15,27,UNVESTED
G000173,E00058,15,2029-09-15,27,UNVESTED
G000173,E00058,16,2029-12-15,35,UNVESTED
G000174,E00059,1,2023-09-15,21,VESTED
G000174,E00059,2,2023-12-15,21,VESTED
G000174,E00059,3,2024-03-15,21,VESTED
G000174,E00059,4,2024-06-15,21,VESTED
G000174,E00059,5,2024-09-15,21,VESTED
G000174,E00059,6,2024-12-15,21,VESTED
G000174,E00059,7,2025-03-15,21,VESTED
G000174,E00059,8,2025-06-15,21,VESTED
G000174,E00059,9,2025-09-15,21,VESTED
G000174,E00059,10,2025-12-15,21,VESTED
G000174,E00059,11,2026-03-15,21,VESTED
G000174,E00059,12,2026-06-15,21,VESTED
G000174,E00059,13,2026-09-15,21,VESTED
G000174,E00059,14,2026-12-15,21,UNVESTED
G000174,E00059,15,2027-03-15,21,UNVESTED
G000174,E00059,16,2027-06-15,25,UNVESTED
G000175,E00059,1,2024-03-15,6,VESTED
G000175,E00059,2,2024-06-15,6,VESTED
G000175,E00059,3,2024-09-15,6,VESTED
G000175,E00059,4,2024-12-15,6,VESTED
G000175,E00059,5,2025-03-15,6,VESTED
G000175,E00059,6,2025-06-15,6,VESTED
G000175,E00059,7,2025-09-15,6,VESTED
G000175,E00059,8,2025-12-15,6,VESTED
G000175,E00059,9,2026-03-15,6,VESTED
G000175,E00059,10,2026-06-15,6,VESTED
G000175,E00059,11,2026-09-15,6,VESTED
G000175,E00059,12,2026-12-15,6,UNVESTED
